content,neg
"New to this app as I have just started a new business venture as a self-published author. You can see my work on Amazon under author name Johanna Dao. Anyway this app has been great so far. I love being able to see both business accounts from FB and Insta in one place. I especially love the ""scheduled post"" option. It saves me so much time. I can create different promotional post for the entire week in one day and have them scheduled to post on a certain day. Love that feature! A must have!",0.0
"LOVE THIS APP! Great FREE app with tons of features for any small to large group (up to 1,000 members) to coordinate all group activities! everything - meetings, events, share documents, photos, to do lists for any type occasion. I love that it can be a closed group (invites sent by admin or requests to join have to be approved by admin) or it can be open to everyone",0.0
Why doesn't this app also have a dark mode like Facebook? I have everything on my phone on dark mode because its easier on my eyes!,0.0
wildly inconsistent and every update makes it harder and harder to navigate.,0.0
it's one of the best things to manage my Instagram page,0.0
To me this is the best app I used so far it managed all my business page and help me to spread the word,0.0
"Time is money!! I have this app linked to my business page. When I dont have to go through Facebook, to my business page and make posts, post photos of work, message customers etc.. I can easily open this app and have direct access to everything including posting videos or going LIVE! Highly recommend this app!! I've been using it now for several years and I've not had a single issue with it!",0.0
"It keeps me updated and allows me to sell my products and services. Plus, its a good way for others to find out about your company and what you as a bussiness can provide. I havent really figured out how there advertisements work. Lol.",0.0
I have used this in the previous version of this for a few years but very sparingly but have enjoyed it. I now have begun to use it with great frequency and thus far it is helping me consolidate both my outbound posts as well as make it clearer when someone does respond which at times previously I would not know that I had a message coming in on the business side whereas would be completely obvious when I would get a message through Messenger. As always Facebook is always working to improve.,0.0
"• Messages won't load immediately AND even after trying to reload multiple times • If I update the price of a product through this app, it won't effect in the Facebook Shop • This app does NOT meet even the minimum expectations that we can do as a Business/Page owner on Facebook. I mean, yes, they are improving the Facebook Marketplace and Facebook Business aspects day by day, but they really need to step up fixing their mobile applications as well.",0.0
"Nearly unusable. Now scheduling posts never work, as they seem to be removed minutes later. Message logs will never load and have to be completely logged out and logged in to fix. Notifications dont come through anymore and posts keep being removed for ""spam"" multiple times despite it only being posted once. This is the epitome of an app that works against its userbase.",0.0
"It's very nice and satisfying, so nice to schedule post for further days,and it's to be trust.",0.0
One of the best way to manage pages,0.0
Wow 😮 much more amazing features than I expected,0.0
i absolutely love this app. It helps keep me on my toes with everything going on my page.well organized and easy to use. Best app to keep you organized.,0.0
"this is a good application , it helps us to meet friends . and to makes our company to grow . and we meet different consumer from different countrys",0.0
"I really like this app, because I'm a photographer and it's really easy to manage all my pages that I work with. It's really easy to use. And helps me keep track of where my biggest group of following is. ❤📸❤📸",0.0
I love this app. It has made running my business so much easier with the scheduled post for my page. Yes there are some glitches BUT i wouldnt trade this app for the world. Love it!!,0.0
"when I share stuff to my pages, at first it halfway loads and kicks back to what I'm trying to share. this app would not do that, and allow me to run my pages from one place, that'd be great. thinking you can make it possible? Still love the app, worth the download.",0.0
Great for my business! I can show off all of the work my company provides for our clients in a detailed description. Pictures of before and after and even build up more of a client base. perfect for any business big or small!!!,0.0
"Edit 11/12/21: The issues I mentioned in my previous review had been fixed, but now I can't schedule or direct post stories at all, and unless I'm on a computer only half of my posts get scheduled. This app was working ok (I could overlook most of the issues), but now I can't even message clients from my business page when they comment asking for more info on an ad or post. I literally have to wait for them to message my page or FB switches me back to my personal account.",0.0
This is an excellent resource for your social media management. Not only does it manage your sites but you will receive diagnostics on how the pages are operating. With suggestions for what my improve the function and flow of your pages!,0.0
"It's easy I'm keeping all your pages manager and safetyManage your Page, wherever you are. Manage your Facebook Page, right from your phone. With the Pages Manager app you can stay informed and respond to customers immediately. Mobile posting: post updates and manage your Page without using a computer. Messages: read and reply to messages that your customers send to your Page. Facebook and Instagram: link your accounts to manage Facebook messages, comments on your posts and Instagram comment",0.0
"Doesn't appear to do anything the regular app doesn't do. Difficult to navigate. Things like Events won't open. No place to put offers/sales in. If there is, I haven't found it.",0.0
Getting messages from customers are not showing up when they send them right away sometimes I do not get a notification that I have received a message. I do not know what changed but I seem to be getting all of my messages now so my two stars will turn to five!,0.0
"I run a prayer page on Facebook for a classmate of mine who had a massive stroke and fell down the stairs in his home. This app has helped me to reach a larger audience than I would have been able to otherwise. It has also enabled me to add a 2nd Administrator to the page. There are many perks to having this app, when running a page on Facebook. Thank you so much for this wonderful app.",0.0
A great app for being able to view the hacker that got into your page that Facebook refuses to remove. Less functional than the mobile site and even less functional than the desktop.,0.0
"I have enjoyed the app., but would like to see in the next upgrade. Where your business profile can pull up the person trying to reach out to them. Instead of me having to go and click to find them in messages to retrieve. Thank you for an amazing app. experience! Well rounded for me!!!",0.0
1. Doesn't show date and time on posts anymore. 2. Can't schedule posts when using the share button. 3. Limits all videos to 30 seconds.,0.0
"Absolutely love it!!! whether your just getting started building your business or you have a few years doing it, this app definetly makes it so simple to get your name out there it helps you to stay very well organized !",0.0
"We love the pages manager because 4 of us can look at the page, reply to messages and post. It's good with separating the messages and notifications. Pictures are there accordingly. Just a good app to have for a small business. I would like a better way to navigate through my photos and a place to house 1 photos per ""product"". A button for customers ""what's available right now"" would be great to just check mark the things we have. Needs a better way to filter the messages instead of just names.",0.0
nice app and thank you,0.0
MUCH faster to use than the web version of FB business suite! Definitely prefer the mobile version.,0.0
I just started using it. I do like some of the features so far like being able to schedule posts and the notifications. We will see how it goes and if the review needs edited then I will update it. Today is 07-20-21,0.0
Everytime I uninstall and try to find my page I can't. FB used to be for the little ppl now it's all business ads and if you don't have money to spend then your posts do not go through to many.,0.0
This app not installed 🙁🙁,0.0
zZUs Miran Bin Allah your friend selection will told you where you are going,0.0
I love that I can access my business page all in one spot and I don't have to switch from my regular FB account to check messages. It's fast and very easy!,0.0
I love this app. I can see everything in one place. I can schedule and create contacts. identify new and existing customers. and plan my posts. Love it.,0.0
Super easy to use and post in both Facebook and Instagram. makes running my pages so much more easy!,0.0
"I like a lot about it, but one thing I hope gets fixed is the customer Reviews\Recommendations as this section went away completely. As a small business owner it is really important to have customers be able to see Reviews\Recommendations, so I really hope this gets fixed soon!",0.0
"would like to suggest that we could transfer photos from one album to another without changing dates or anything. Also, I can't found a way of uploading pictures to an specific album. It seems like everything has to be uploaded to one place and than again,. Can not be transferred to another album like I mentioned.",0.0
very good please I want you rich me on face book and pages,0.0
Great integration for posting to linked accounts. Metrics are very informative and necessary for success in today's marketing environment,0.0
you take all the time to make a post and it won't show up anywhere! garbage 🗑️,0.0
Application does not hv permission for this action? Cant login,0.0
"It works the best, with excellent options and actions needed for managing pages.",0.0
I love this app it helps with managing multiple social media accounts at one time.,0.0
"easy to use and very helpful with maintaining my pages together, on the go.",0.0
Lots of free advertising and paid ads are great if you have a target demographic.,0.0
it can get a little overwhelming but it's useful and the best tool for advertising on social media!,0.0
Business Suite lets us publish on Instagram from our desktop which is where we store our best images. The scheduling feature is nice too.,0.0
Be Protected and Peace of Mind,0.0
definitely useful when given the alternative of switching between two apps or letting one handle both.. Functionality is important and I've yet to have an issue with that.,0.0
"Super And Excellent app Because Facebook Group Control At the same time not possible So,This App just For you page. And also this app support all connetion Just like FB messenger Massage And also Read Instagram massage at the same time in this app. I really Appreciate this app And I recommend Those people They're Sell Fb page And Use to read massage Email and Instagram e.t.c. Thanks a lot",0.0
"I like the idea to trade like old times that's a beautiful concept and friendly ways to obtain better selection of many things and likes we can get to this page , can and post your house, tractors,horses,cows , training, interchange items is great.",0.0
"it's great!!! helps me keep everything organized and in order, speak with customers easily, and run my business like a pro.",0.0
it's nice to connect multi platforms... I wish it allowed multiple accounts on same platform.,0.0
I've had this since it started I like it cause I can just access the pages I want at the time I don't have to sign in to my main page... Great for business for sure,0.0
"This app makes it easy and convenient to stay up to date on your business page and with comments and message Notifications, you don't miss a single conversation",0.0
Pages Manager worked great... Then we got Business Suite. I thought Facebook was innovative and all about business and advertising? Why do I want to bring people to my Facebook page to contact me if I don't get notified in a timely manner? Come on fb developers. Get it together!,0.0
Great way to connect both Instagram and Facebook and post to both simultaneously. Love it!,0.0
"One of the best barber shops Eye've ever been to. Got my vote best barber shop in Chattanooga. peaceful relaxing environment. great conversation knowledge wisdom and positive energy flowing through this shop. let's not forget to mention that It's reasonably priced and for the service it's well worth it. Rickey, Craig, and Quell are great well-rounded individuals with a lot of talent and each carried themselves as very respectful gentleman. Sincerely Your Highness King 80",0.0
"very easy to navigate around the app, helps me out tremendously with both Facebook an Instagram!",0.0
Very easy to use and navigate. This makes running a page very easy and simple,0.0
"I can access my messages, published post and the insight from 30 days. Being able to see the progress and audience helps gauge how to interact with your post.",0.0
"Updated a while ago and didn't let you schedule posts to be shared from other pages anymore. Now the invite button won't work, when someone likes a post. Lots of features don't work, very frustrating.",0.0
I needed an app to schedule content to both my FB and Insta and this does it! Great improvements. A must for any Digital Strategist or Social Media Manager on the go!,0.0
This app is so easy to use and helps you create amazing content and schedule when you might be to busy to post.,0.0
Business suite is very convenient and easy platform for anybody's business. Highly recommend it😊,0.0
Great app to help keep me up to date on my business. Love having app to assist me when I need help.,0.0
I'm really happy with this app! One feature that I like the most is that it lets me post across my accounts in one place.,0.0
love this app. makes life a lot easier communicating what's happening at my business with our customers.,0.0
"Love it, makes managing multiple pages a breeze from my phone. It's nice to have the freedom to work almost anywhere!",0.0
"I love being able to schedule post. Also, being able to post to both platforms at the same thing is awesome. Saves us me a lot of time",0.0
I have been using ths App to manage my local business and works great 👍👌😀. I love that I can sync it with my Instagram account and share posts at the same time,0.0
पिछले एक महीने से एप्प बहुत ही खराब चल रही है। इसके बग ठीक करने की जरूरत है।,0.0
A useful app to manage FB pages. It lacks some of the features the FB app does and it should have more access to FB ads and FB Pixel. It of course does not. The UI could have been better thought it's lacking and buggy. Still this app will get the job done if your not to worried about not being able to fully control your FB page.,0.0
"When I first started my business, the first app I had downloaded was the Facebook Pages Manager app. While it took a while to perfect my service branding, I have always received more inquiries through the Pages Manager app than through physical marketing and other internet-based advertising services. Scheduling is seamless and I love how all messages from clients are organized. My only issue is that it is very glitchy. Not enough time had been put into refining the Mobile app.",0.0
"Has postential, needs refinement. Would love to see it more streamlined, more sleek, less clunky/choppy.",0.0
So far so good besides unable to tilt at some point,0.0
I like the apps conveniences that allow me to post for my business page from my phone with ease. It has issues with uploading cover photos. I tried to change it many times and when I selected the photo it wouldn't appear in the cover area. other than that everything is fine 🙂,0.0
"great app ever,it jst makes things easier for me",0.0
taging is still not that easy-to-use,0.0
"Often times gets a bit less intuitive when it comes to scheduling posts (and editing/checking scheduled posts) with each update. It works ok and information gets a little better organized. But not the actual tasks themselves. Would be cool to see a tab on the main screen that allows switch between scheduled and published posts.. or something more intuitive. Also, we used to be able to easily see WHO was scheduling. Would also like to see who posted without being on desktop!!!",0.0
It's good to generate FB page,0.0
Takes the fun out of social media,0.0
This app is good is very helpful 👌 I love this app keep it up,0.0
The app works better now but still has floors like only receiving half messages if they happen to be long.,0.0
"works when it wants, but when it does I'm happy. App crashes every once in a while. find myself having to log out and back in to get things going or working correctly.",0.0
I love everything about this app other than the scheduling appointments part. I can't seem to get it to work properly. I might just be me 🤷🏼‍♀️,0.0
It's functional but glitches with smaller issues like copy paste functions etc.,0.0
"It's getting better, and there are lots of other things to be included",0.0
this app is so so good 👍,0.0
buggy for android. posting of story doesn't upload. also the gallery doesn't refresh real time when it's opened,0.0
Super Late notifications. Please fix this,0.0
photos hardly ever upload. I never received messages in a timely manner I'm able to see I received one in my Facebook app but as soon as I click on business suit they don't load.,0.0
Can't link produits to the store,0.0
Very glitchy. says I have 1 unread message. I can't find it anywhere. it often does not update my conversations right away.,0.0
every update have bug. It useful for page admin but it still need to be better,0.0
"Not entirely functional. Literally several functions do not work, including the built in messenger, which works better in the separate app. But I use it to track page insights.",0.0
It's good for young entrepreneurs #🇹🇹x🌎,0.0
it's useful to use but majority of the time I switch profiles whilst I'm on the Facebook app. until this can give us more ways of checking stats etc then I'll continue to use the normal Facebook app,0.0
notification not updated same time,0.0
working perfectly for me though it's my very first few days.,0.0
I didnt get 2FA code you mention and im still trying,0.0
Good app and easy learn,0.0
Doesn't notify me when my customers message to avail. Kindly fix it,0.0
"Not entirely functional. Literally several functions do not work, including the built in messenger, which works better in the separate app. But I use it to track page insights.",0.0
"Yet another bug report. When you share a story, images in Instagram get resized and blown up unless you first manually resize them please add a QA person and a seasoned android developer to this project",0.0
"At least half the time, when I attempt to share items from other apps and websites to a page using Business Suite, the app will not respond. This forces me to copy and paste links. If I wanted to copy/paste I would just use the FB app.",0.0
"I think it needs an update. It keeps glitching on my android, but works perfect on my iPhone. I am not able to see my content on my android.",0.0
Great to access all the accounts I need but can be glitchy at times. Wish it was a little easier to use for some things.,0.0
so far it's helped me manage both of my business pages. But i would like to merge them together and just have one business page without losing content.,0.0
The apps is really nice good for business but I think you should get night mode version too..,0.0
It's okay and ideal for uploading to Facebook and Instagram at the same time and scheduling posts but after a while it logs me out and then won't let me log on because the application does not have permission (#10 I believe) so I have to uninstall and then re install the app and it sometimes works,0.0
Clunky to use compared with old pages manager don't seem to get notifications of messages quickly either.,0.0
We want creator studio in the app. Features aren’t sufficient!,0.0
Not able to schedule posts for personal account. Schedule is working only in business account.,0.0
Can't unpin/pin post. Unable to remove a specific automated response that was set up since 2019,0.0
"to keep it short and straight, I love this app. you should try it out",0.0
I can't change cover photo.,0.0
fast and timely! patient and willing to work with everyone for the perfect look. very grateful for any and all customers😊,0.0
I need to dark mode,0.0
could have better or even cleaner features. can I duplicate posts?,0.0
"I am not able to see likes, or the Activity. When I press activity I receive a blank screen. There are other glitches also.",0.0
"It's great to have everything in one place, but the messages function does not work properly. It does not load messages in real time, and I do not believe it sends in real time either.",0.0
It's a mediocre app. Yes you can manage multiple pages but it takes FOREVER to load IF it loads at all. Lots of times you want to pop in real quick to do something while you are thinking about it only it won't load so you have to remember to just do it later.,0.0
"I keep coming back to give this app less stars, because it just continues to go downhill. It's barely useable anymore.",0.0
Not a very reliable app. Seems Facebook needs to update it. Constantly gets frozen and you need to reopen it. Have had to change the cover photo up to 10 times for it to save on the profile. Doesn't individually count all the reviews we've gotten makes it seem like there's less than what we have. Overall it's Ok. Sometimes it works sometimes it doesn't but have to deal with it since our business page is on there.,0.0
"At first worked very well. Now I dont get notifications until the following day, and it continues to say I have a new message, but there's nothing to see.",0.0
"I do enjoy the app. I just wish there was a way I could edit my scheduled posts. Sometimes I realize afterwards I wanted to add something to the post or correct something, but I can't. So, I have to delete the post and start all over. Please give me an option to edit my scheduled posts!!!!!! That's why I gave a 3 star not a 4. I will change my rating if that option becomes available.",0.0
"This app has helped in some aspects but in others it's lacking. Don't get me wrong I get my messages almost instantly, just make sure your notifications are correct. But since I updated it, it keeps turning off my away messages and my automated responses. Even if I manually turn them off and save them, then go back in and turn them back on. When I exit and go back in the are off again.",0.0
shows I have notifications even if I already seen them this app has so much potential but really needs many little issues fixed.,0.0
messaging is an important feature in business marketing and so is posting. i wish the kinks could get ironed out here. i havent been able to do either of these actions reliably for a months!,0.0
"Great app when it works, but I have to Uninstall and re-install at least once a month because it crashes and won't even open.",0.0
"When receiving a messaging message from ads, it pops up blank. The only way to see the message is by logging in online first and opening it, then it will appear in Pages Manager. In order to clear notifications, you have to clear the app from running in the background, and then re-open it. Would give it 5 stars if both of these issues were corrected.",0.0
"It's a good app, and allows you more freedom and versatility than the Facebook app, for managing your page, but the Facebook app used to allow you to do all of these things, so the question is why do we need this? Especially because the Facebook app didn't decrease in size when they took away certain page management options. Facebook has also recently made posting through this app, and scheduling posts, which is now only possible through this app, and not Facebook, much more of a hassle.",0.0
"This app is helpful to use, but the messaging feature does not update right away (and is the feature I use the most) I'll get a push notification saying I got a message from a customer, but then I'll go into the app and it hasn't updated compared to when I check it on my desktop.",0.0
"Notifications are turned on, but I never receive them. Often have to open the app to check for comments, messages, etc. Many times there is a new message, but the app doesn't reflect it unless I refresh several times. Same for comments. And, once the comments are viewed, the app notification stays there unless I again refresh several times. Lately, it just won't go away after being viewed, which leads to unnecessary checking & rechecking of the same conversations. 👎",0.0
"This app is decent, definitely better for marketing than Instagram is, but I do have quite a few issues. Maybe someone out there knows more about it than me. I try to engage my followers as often as possible, and I attempt to tag them in posts, but a lot of people who follow my page won't pull up when i want to tag them, i have to tag then in the comments, or share it to my personal page and tag from there. That's probably the biggest issue I face too often.",0.0
"Worked better as ""Pages Manager"". And why have an option to edit a scheduled post if pressing edit does absolutely nothing??? This update/rebranding/name change was pointless. Where's the actual useable features? What makes it better than the previous ""Pages Manager""? I'm not seeing it. Update: Now newly scheduled posts don't show in app. Need to double check website to be sure they're there. This app is proving to be pointless space on my phone.",0.0
"It tells me that I have messages that aren't actually there, And sends me notifications of things that haven't even happened. It's not always user-friendly, and can be redundant if I respond to something in Facebook or Instagram it's not always recognized in this app for a day. I do appreciate being able to create and schedule posts from it to go to both Facebook and Instagram, making them the same or altering them slightly for each platform.",0.0
"Notifications rarely, if ever, take you to what they are notifying you about when they are tapped on. They'll just open the app, typically. Most of the notifications end up appearing in the regular Facebook app, site, and numerous places within the Pages app/site, so it takes a while to clear each one and mark them read.",0.0
"It's nice to focus on work without my personal media interference. The app design is nice and it's pretty easy to use. However, I literally have to uninstall/reinstall when I get a message. It indicates that I have a message but it's not visible until I reinstall the app.",0.0
"Everything in checking on, getting notifications, and keeping up with my pages is awesome. 5 star waiting for if and when I can create events as if I'm on a desktop (picture load/crop/adjust position) and other features (figure it out bud ) If can do everything from mobile just as from desktop you'd get 5 * Question is, did I really need to say that?",0.0
"What happened? I am not getting any push notifications since this update. Please fix immediately Update: Push notifications have returned timely and fixed. 4 stars from 3. Update 11-7, the notifcation issue has returned where I'm not getting push notifications. This effects time response and potential customers. Fix",0.0
"This app was great, even now it's still good. But, it kicks me out everyday citing ""session has expired."" Then I have to try and log in again, but it just keeps saying ""session has expired."" Ultimately i have to uninstall the app then reinstall before it'll finally let me log in. Fix this bug and it'll be great1",0.0
"My only issue is that when I receive a message from a customer, the text itself says ""Customer Jones sent a message to Business Name... Hi Trey, message regarding busin..."" So to say, I have the message open in the app and all that extra stuff shows and reduces how much of the message is actually visible for quite some time before it properly refreshes and displays all of the night text. Otherwise, the app is top notch! It has been quite useful.",0.0
"Meh... It does not notify you of interactions on your page, nor of messages or likes. I still end up going on via web or the Facebook application to check my business page, which renders this app fairly moot. You would think that with all the updates, they would get this right by now.",0.0
"It's fine. Everything is right there to help you manager your Facebook and Instagram, but I don't find that I use it. Navigation and ease of use is good though. I find I don't get notifications from this app and have found messages that are a few days old that it didn't tell me were there.",0.0
a little bit buggy using my android s21 ultra 5g. my note 10 operated it a little better.,0.0
"alright, have been having issues with messages/comments in the past. hoping the update fixed it.",0.0
I did absolutely love it but here lately I cannot set appointments by date or time I'm about to update I just found right now and hopefully that will change,0.0
This software is actually a lot of work software for traders. This software will be better if the text can be fixed with more updates. Thank you,0.0
valo r aktu update kora dorkar,0.0
It was working fine and now all of a sudden I can't set dates for my clients and they can't ask for setups for appointment dates,0.0
it should be easier to tag people. Most of the time I can't even find myself or my family and friends. There shouldn't be a limit on how many times you can post a day. It seems like it is only 2 or 3 times.,0.0
let me use the app before requesting a review,0.0
Very good to manage your favebook page without distraction,0.0
pobres opciones de Interfaz de usuario,0.0
Another Person Tag Post Allowed Option should be,0.0
"great, but couldn't find where to tag products",0.0
its great so far but try adding a dark theme,0.0
Having some slight issues my activity button says I have new alerts but when I click the entire page is blank,0.0
"Can you add, add to album option in direct post / photo ? I really need a schedule post for album. One thing, can you make a video available add to album.",0.0
Then notifications have not loaded in two weeks. Updating and uninstalling it did not fix it. When are you going to fix it?,0.0
Doesn't always stay up to date and has too many limitations versus the desktop experience.,0.0
"How come some features, such as who shared and getting into my pages feed, are only available through my fb and Not available on this app. I spend way to much time bouncing from fb to page manager to get the job done. Also would like to see my pages feed, pages i join and groups i join (on my page) to show in page manager. Thank you",0.0
"the app would be great, if i could get notifications to actually come through.. messages, likes, shares, nothing... all of which are important to a small business owner such as myself. used to work great until about 4-5 months ago",0.0
Can you the schedule option back in the publish key. When I'm on a tablet or phone that was my best way for me to schedule my post with being on a computer.,0.0
"The app is servicable. Although if Facebook could get its act together and allow me to do things with my pages from the main app, like oh I dunno CHECK NOTIFICATIONS FOR MY PAGES WITHOUT DIRECTING TO MY PERSONAL PAGE'S NOTIFICATIONS THAT WOULD BE GREAT!!! Wouldn't even need this then...",0.0
Can be glitchy and often isn't replicated in the desktop version.,0.0
I keep having to uninstall and reinstall this app. A lot of times it wont open at all.,0.0
"Yet another bug report. When you share a story, images in Instagram get resized and blown up unless you first manually resize them please add a QA person and a seasoned android developer to this project",0.0
the notif sometimes does not appear or late to appear. the messages took too long to reload and sometimes not reloading at all even if my net is good.,0.0
Can only download one photo. Can't understand why I can only download one photo. I can't run my business and show product with one picture.,0.0
this for help many pages published,0.0
"still needs work, they keep changing it so what you know where it is one day is moved the next. should be a good tool once it becomes stable again",0.0
Very good app for business,0.0
used to love this app but it's been months and I still can't see who interacts with my posts.,0.0
Always slow. Non responsive. Pointless really 💁‍♂️,0.0
Jobs tab not working....kindly fix that issue.,0.0
when I try to use the calendar to put appointments in manually it doesn't should the right day and time after I select it. I have had to go back to having a paper copy of my appointment book.,0.0
"Needs work, but is helpful. Update: Now the inclusion of nonremovable FB labels is complicating my process, especially with repeat clients.",0.0
"So far, i've not encountered any issues or bugs with the app. It works just fine ! However, the reason I give 4 star is because the app lacks a feature which all modern apps should absolutely have ""dark mode"".",0.0
"They mage a change that downgraded it from 5 to 4 stars. They removed the date and time from the messages received. That was very important to me as my lists I make from them is by date and time. I wish they would bring that back. Other than that, it is a good app. Easy to use to update pages. Easy to follow multiple pages.",0.0
Used to love this app but it's not doing right any more! Can't see my text in posts and multiple other issues. Please fix bugs asap,0.0
"I really appreciate this app. Nice place to see both Facebook and Instagram messages and comments, as well as stats and other notifications. Four stars because sometimes it's glitchy, or takes a while to update information.",0.0
"scheduled posts to Facebook with multiple media files do not post in sequence unless each file is set up as a separate post. seems to work great posting to IG. other than that, I find this tool very useful.",0.0
it's too slow. keeps crashing. you upload the pictures and instead of posting them it crashes and you have to upload them pictures again.,0.0
I find it's very handy to be able to schedule these things in advance. I would give it five stars but I have just started using it.,0.0
The recent updates to the application I have made it a much smoother process with posting both to Instagram and Facebook.,0.0
Great business tool. A little buggy with receiving messages so I still use Messenger but nice analytics.,0.0
Was better back when it was just page manager,0.0
it makes communication easier with clients,0.0
I love how easy it is to use. The issue that I'm is posting stories with a GIF in it. It won't post at all if there's a GIF.,0.0
I like this app for centralizing all the processes I need to manage my page. My only issue with it is that it does not always give a preview or link to the ad customers are responding to.,0.0
"It's so nice to be able to schedule posts to both my Instagram and Facebook pages, edit those pages and review my comments, post insights etc. I haven't fully gotten the hang of it yet so I'll give it 4 stars for now.",0.0
I absolutely love Business Suite. The app helps me moderate both fb and ig for my online business.,0.0
Thats a good app for Facebook page,0.0
I manage multiple pages and the transition back and forth tends to be buggy.,0.0
"Good app, but its lacking in some of the features that the Facebook ""pages"" app used to have. Still a good app if you have a Facebook page",0.0
"Super helpful with business, I help my cousin all the way in Philippines by managing their Facebook page and helping them with their cake business, so far more customers are responding well on my page post. Thanks Facebook. However, I'd like more options doing my own custom page, rather than preselected themes or page set-up. Would like to have more options for both customers and Admins to browse around our page.",0.0
"Pretty great and simplistic UI, and easy to access multiple pages quickly. The only issue I'm having is that it won't show me comments sometimes. Like, my post will say ""x comments"" but when I click on it, it won't show them, and i have to open my actual Facebook app to see them. This app should completley replace the need to interact with pages through my actual Facebook app. Please fix this as soon as possible.",0.0
Fix this! I used to love this app and now I can't even schedule appointments on it anymore. I have to manually go in and try to schedule and it won't give me options to change the date and time!,0.0
I like being able to mange both my Instagram and Facebook in one area. it's just so glitchy I don't get notifications until hours after the event has happened if I even get a notification at all.,0.0
Messages aren't loading. I get the notification a message has been sent but when I go into the app the message isn't there. It takes hours for the message to finally load and appear. 😭,0.0
If you have a facebook page and create a group from that page you will not be able to access or moderate the Page's group. I think it's a glitch i can't do administrator duties on the group at all. From any of my apps.,0.0
"Notifications do not work for me on this app. When I click on Notifications, I just get a blank screen under the heading.",0.0
"It certainly don't answer the many questions that I have about starting a Facebook store, but this app allows me to continue to try getting things going while I'm away from my computer.",0.0
business suite messenger is glitchy and takes 4 plus hours for the message to come in and in some cases not all the messages come through.,0.0
I just don't understand why it do allow us to send a video that is longer than 20 seconds. Other than that it's pretty straightforward 🤷‍♀️,0.0
It works faster for photo uploads I had been trying to upload photos all day long had to install this app and finally able to get it done.,0.0
Half of the functions do not work. Does not match real time from phone to computer,0.0
12-5 external links won't open and hashtags still not clickable. 11-8 app won't open. Update 8-5 fixed notification issue but external links and hashtags still not working.,0.0
I like it and it's fairly functional. Would be even better if it would ding like all the rest of my apps where people are trying to get in touch.,0.0
"Great app, I do have a suggestion for an upgrade. Make is possible to tap on clients location and it redirects you to said location on Google maps.",0.0
Would give a 5 star but you took the ability to customize your page away. I.E Facebook cover and so on.,0.0
This app was good for manage all pages at one place but now a days app is not working properl. There are many features where app doesn't respond.,0.0
"Its not letting me make appointment reminders for my clients. Please fix this, it's been like this for almost a week.",0.0
very convenient and my constant go to for posting and updates for my dog kennel page. in app messeging and easy to use,0.0
"overall a good app, but can be buggy and take forever to upload images and video",0.0
"Great app overall, but would be better if you could schedule for continuous publishing like every hour and can post your own slideshow not a premade one advertising another company.",0.0
why cant i add photos to an album???,0.0
"Great scheduler app! Obviously, the web application is better because it has more features. I've come to rely on the ability to differentiate between my Instagram posts and Facebook posts in tags and specifications for the needs of the different audiences, and the app doesn't have that nuance (that I could see!). Other than that, so far loving it, glad for the Business Suite I can update on the go.",0.0
"My messages come through way too late, like hours after a person has sent them.",0.0
How can i check my monitize income,0.0
"sometimes stuff works, sometimes it's easy it's to navigate an interact with. who knows",0.0
"Unable to post certain posts, Unable to always see messages in messenger when they are sent. Unable to send videos via the messenger service",0.0
I'd prefer the old version,0.0
Invite posts reactions Audience isn't working. It keeps loading only.,0.0
somewhat ok. but still complicated.,0.0
When clicking on select all for inviting audience on page then it's not working.. add option of reels and for insta pages also which do not have fb page,0.0
"When i share picture from whatsapp, it can't be set for schedule. Before this can but today try cannot.",0.0
Always scroll for new messages 😭,0.0
it does what it's made for.,0.0
Is this app I can't uploded large video I only upload short video why?,0.0
easy to use ..very useful aap but not conected with instagram,0.0
so many bug. when you refresh it not responding same time,0.0
ما بينشر فيسبوك مع انستغرام بنفس الوقت ، حد بيعرف ليش؟,0.0
Cant view the likers of our posts and advertisements. Please fix it so we can invite them to like our page.,0.0
mostly ok but if full of glitches,0.0
"Me: writes a very descriptive post on Facebook suite. Clicks post. Facebook suite: *doesn't post* (although it says ""upload complete"") Me: *repeats the same process again* Facebook suite: *doesn't post* (although it says ""upload complete"" again), Me: guess I'm going to have to do it the old way then🙃",0.0
it force closes alllllll the time,0.0
Developer needs to work on the messaging part. Notification for messages does not update/refresh automatically.,0.0
Please add a voice message option for android users!,0.0
I am inable to publish my page,0.0
"After the last update, my clients wasn't able to view a group of pictures i have sent to them. They cannot zoom in the photos unless you send it one by one. It is very time consuming if you send photos 1 by 1 especially if we need to forward 20 photos. Can you please fix that bug?",0.0
"should be more user friendly, need button change option for every post...",0.0
am really enjoying this app,0.0
"so far I like it. It is quick and easy to upload pics, make posts, view messages, etc.",0.0
app not allowing to connect to instragram,0.0
I like using this for posting on my Facebook and Instagram business accounts. Provides an easy way to look at everything you need all in one app. I would highly recommend this to anyone who wants to run their business on social media.,0.0
"Very useful, but messages take a very long time to update. Sometimes the notification will come through, but it will be 20 min before I can actually view the message.",0.0
Love the business suite app. Just wish I could schedule a post and share it to my other groups at the same time. It said I would have to remove other groups if I wanted to post in the future😥 So guess what I did....I left it open and went to bed and posted it in the morning. BUT... that doesn't work for 3 days out. It would really clean up mind clutter trying to remember to go share scheduled posts 😎,0.0
